Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,PlayType
3,2,37,2,10,49,0,UNDER CENTER,OWN,RUSH
3,1,10,2,10,15,0,UNDER CENTER,OWN,RUSH
4,13,14,1,10,34,0,UNDER CENTER,OWN,RUSH
4,12,13,1,10,27,0,SHOTGUN,OWN,RUSH
4,10,51,2,3,32,1,SHOTGUN,OWN,RUSH
4,10,7,2,6,29,0,UNDER CENTER,OWN,RUSH
4,6,51,1,10,25,0,SHOTGUN,OWN,RUSH
4,6,15,2,3,32,0,SHOTGUN,OWN,RUSH
4,4,3,1,10,40,0,SHOTGUN,OWN,RUSH
4,1,49,1,10,36,0,UNDER CENTER,OWN,RUSH
4,1,44,2,8,38,0,UNDER CENTER,OWN,RUSH
4,1,38,3,6,40,0,UNDER CENTER,OWN,RUSH
1,14,25,2,2,33,0,SHOTGUN,OWN,RUSH
1,14,3,3,1,34,0,SHOTGUN,OWN,RUSH
1,13,3,1,10,25,0,UNDER CENTER,OWN,RUSH
1,12,21,1,10,37,0,UNDER CENTER,OWN,RUSH
1,11,10,1,10,48,0,UNDER CENTER,OWN,RUSH
1,9,20,1,10,25,0,SHOTGUN,OWN,RUSH
1,4,53,3,10,12,0,SHOTGUN,OWN,RUSH
1,4,2,1,10,40,1,UNDER CENTER,OWN,RUSH
2,13,54,1,5,9,1,SHOTGUN,OWN,RUSH
2,13,17,1,10,15,0,UNDER CENTER,OWN,RUSH
2,12,37,2,5,20,1,SHOTGUN,OWN,RUSH
2,7,47,1,10,25,0,UNDER CENTER,OWN,RUSH
2,6,31,1,10,36,0,SHOTGUN,OWN,RUSH
2,5,53,2,7,39,0,SHOTGUN,OWN,RUSH
2,5,10,3,1,45,1,SHOTGUN,OWN,RUSH
2,2,0,1,10,25,0,SHOTGUN,OWN,RUSH
2,0,51,1,10,10,1,SHOTGUN,OWN,RUSH
3,14,26,1,10,46,0,SHOTGUN,OWN,RUSH
3,13,46,2,3,53,1,SHOTGUN,OPP,RUSH
3,7,53,1,10,40,0,UNDER CENTER,OWN,RUSH
3,4,16,1,10,14,0,UNDER CENTER,OWN,RUSH
3,3,39,2,10,14,0,UNDER CENTER,OWN,RUSH
3,2,10,1,10,45,0,SHOTGUN,OWN,RUSH
4,11,58,1,10,23,0,UNDER CENTER,OWN,RUSH
4,11,20,2,6,27,0,UNDER CENTER,OWN,RUSH
4,9,11,1,25,10,0,SHOTGUN,OWN,RUSH
4,4,54,1,10,25,0,SHOTGUN,OWN,RUSH
4,1,6,1,10,38,0,UNDER CENTER,OWN,RUSH
4,1,0,2,6,42,0,UNDER CENTER,OWN,RUSH
4,0,53,3,8,40,0,UNDER CENTER,OWN,RUSH
1,14,55,1,10,23,0,UNDER CENTER,OWN,RUSH
1,10,13,1,10,8,0,UNDER CENTER,OWN,RUSH
1,9,36,2,8,10,1,UNDER CENTER,OWN,RUSH
1,8,47,2,10,20,1,UNDER CENTER,OWN,RUSH
1,8,1,1,10,31,0,SHOTGUN,OWN,RUSH
1,5,47,1,10,20,0,SHOTGUN,OWN,RUSH
1,4,35,1,10,30,1,SHOTGUN,OWN,RUSH
1,3,47,2,10,43,1,SHOTGUN,OWN,RUSH
2,14,16,2,7,28,0,UNDER CENTER,OWN,RUSH
2,12,43,2,5,32,0,SHOTGUN,OWN,RUSH
2,11,14,1,10,41,0,UNDER CENTER,OWN,RUSH
2,10,52,2,4,47,0,NO HUDDLE SHOTGUN,OWN,RUSH
2,4,3,3,10,25,0,SHOTGUN,OWN,RUSH
3,12,52,1,10,8,0,UNDER CENTER,OWN,RUSH
3,12,7,1,10,31,0,UNDER CENTER,OWN,RUSH
3,11,7,1,10,8,0,UNDER CENTER,OWN,RUSH
3,10,10,1,10,22,0,UNDER CENTER,OWN,RUSH
3,9,4,2,10,28,0,UNDER CENTER,OWN,RUSH
3,8,42,1,10,34,0,UNDER CENTER,OWN,RUSH
3,8,9,1,20,24,0,SHOTGUN,OWN,RUSH
3,7,22,2,3,41,1,SHOTGUN,OWN,RUSH
3,3,52,2,3,22,1,NO HUDDLE SHOTGUN,OWN,RUSH
3,1,55,1,10,24,1,UNDER CENTER,OWN,RUSH
3,1,11,1,10,41,1,SHOTGUN,OWN,RUSH
4,11,22,1,10,36,0,NO HUDDLE SHOTGUN,OWN,RUSH
4,11,0,2,2,44,1,NO HUDDLE SHOTGUN,OWN,RUSH
4,5,44,1,13,3,0,UNDER CENTER,OWN,RUSH
4,5,32,3,12,4,0,UNDER CENTER,OWN,RUSH
4,3,20,1,10,7,0,UNDER CENTER,OWN,RUSH
4,2,36,2,11,6,0,UNDER CENTER,OWN,RUSH
1,15,0,1,10,25,0,UNDER CENTER,OWN,RUSH
1,14,1,2,21,14,0,SHOTGUN,OWN,RUSH
1,13,2,3,26,9,0,SHOTGUN,OWN,RUSH
1,11,44,2,10,32,0,SHOTGUN,OWN,RUSH
1,10,52,1,20,37,0,SHOTGUN,OWN,RUSH
1,10,18,2,17,40,0,SHOTGUN,OWN,RUSH
1,5,46,1,10,26,0,UNDER CENTER,OWN,RUSH
1,4,33,1,10,39,0,UNDER CENTER,OWN,RUSH
1,3,42,2,17,32,0,SHOTGUN,OWN,RUSH
1,0,10,3,1,41,1,UNDER CENTER,OWN,RUSH
2,13,20,2,17,7,0,SHOTGUN,OWN,RUSH
2,8,50,1,10,25,0,UNDER CENTER,OWN,RUSH
2,6,27,2,8,32,0,SHOTGUN,OWN,RUSH
2,4,24,1,10,33,0,SHOTGUN,OWN,RUSH
2,2,44,1,10,38,0,UNDER CENTER,OWN,RUSH
2,2,18,2,3,45,1,UNDER CENTER,OWN,RUSH
3,14,25,1,10,39,0,UNDER CENTER,OWN,RUSH
3,11,46,1,10,8,0,SHOTGUN,OWN,RUSH
3,10,28,2,10,30,1,SHOTGUN,OWN,RUSH
3,8,16,1,10,15,0,SHOTGUN,OWN,RUSH
3,7,39,2,8,17,0,UNDER CENTER,OWN,RUSH
4,14,8,1,10,35,1,SHOTGUN,OWN,RUSH
4,8,51,1,10,25,0,SHOTGUN,OWN,RUSH
4,7,46,1,10,36,0,SHOTGUN,OWN,RUSH
4,2,13,1,10,48,0,UNDER CENTER,OWN,RUSH
4,2,10,2,11,47,0,SHOTGUN,OWN,RUSH
1,14,57,2,10,25,0,UNDER CENTER,OWN,RUSH
1,13,51,1,10,35,0,UNDER CENTER,OWN,RUSH
1,13,10,2,10,35,0,UNDER CENTER,OWN,RUSH
1,11,18,3,16,10,0,SHOTGUN,OWN,RUSH
1,9,57,2,1,19,1,UNDER CENTER,OWN,RUSH
1,8,39,1,10,45,0,NO HUDDLE SHOTGUN,OWN,RUSH
1,6,3,1,10,32,0,SHOTGUN,OWN,RUSH
1,5,29,2,8,34,0,SHOTGUN,OWN,RUSH
1,2,58,3,2,33,1,SHOTGUN,OWN,RUSH
1,2,20,1,10,36,0,UNDER CENTER,OWN,RUSH
1,1,40,2,3,43,0,UNDER CENTER,OWN,RUSH
1,0,45,1,10,5,1,UNDER CENTER,OWN,RUSH
2,13,59,1,10,25,0,UNDER CENTER,OWN,RUSH
2,12,38,1,10,37,0,UNDER CENTER,OWN,RUSH
2,12,0,2,1,46,1,UNDER CENTER,OWN,RUSH
2,4,58,1,10,42,0,UNDER CENTER,OWN,RUSH
3,14,55,1,10,16,0,UNDER CENTER,OWN,RUSH
3,12,48,2,5,11,0,UNDER CENTER,OWN,RUSH
3,11,19,1,10,31,0,NO HUDDLE SHOTGUN,OWN,RUSH
3,10,48,2,8,33,0,SHOTGUN,OWN,RUSH
3,8,22,2,3,33,0,UNDER CENTER,OWN,RUSH
3,6,2,1,10,25,0,UNDER CENTER,OWN,RUSH
3,5,26,2,9,26,0,UNDER CENTER,OWN,RUSH
3,4,40,1,10,32,0,UNDER CENTER,OWN,RUSH
3,3,41,1,10,20,0,UNDER CENTER,OWN,RUSH
3,1,22,1,10,35,0,UNDER CENTER,OWN,RUSH
4,14,46,1,10,25,1,UNDER CENTER,OWN,RUSH
4,14,13,1,10,39,0,UNDER CENTER,OWN,RUSH
4,10,43,1,10,36,0,UNDER CENTER,OWN,RUSH
4,7,57,2,3,20,1,UNDER CENTER,OWN,RUSH
4,7,17,1,10,25,0,UNDER CENTER,OWN,RUSH
4,6,39,2,10,25,0,UNDER CENTER,OWN,RUSH
4,5,4,1,10,22,0,SHOTGUN,OWN,RUSH
4,3,28,1,10,19,1,UNDER CENTER,OWN,RUSH
4,3,16,1,10,36,0,UNDER CENTER,OWN,RUSH
4,3,10,2,5,41,1,UNDER CENTER,OWN,RUSH
1,15,0,1,10,25,0,UNDER CENTER,OWN,RUSH
1,14,23,2,9,26,1,SHOTGUN,OWN,RUSH
1,13,13,1,10,14,0,UNDER CENTER,OWN,RUSH
1,12,37,2,3,21,1,UNDER CENTER,OWN,RUSH
1,10,51,3,2,33,1,SHOTGUN,OWN,RUSH
1,4,13,1,10,32,0,SHOTGUN,OWN,RUSH
2,14,50,1,10,25,0,UNDER CENTER,OWN,RUSH
2,14,11,2,8,27,0,NO HUDDLE,OWN,RUSH
2,12,48,1,10,15,0,UNDER CENTER,OWN,RUSH
2,11,29,3,1,24,0,UNDER CENTER,OWN,RUSH
2,6,44,1,10,46,0,SHOTGUN,OWN,RUSH
2,6,8,2,9,47,0,SHOTGUN,OWN,RUSH
2,2,22,2,12,19,0,SHOTGUN,OWN,RUSH
2,1,48,1,10,25,0,SHOTGUN,OWN,RUSH
2,0,33,1,10,26,0,SHOTGUN,OWN,RUSH
3,14,25,2,3,32,1,UNDER CENTER,OWN,RUSH
3,8,39,2,2,39,0,SHOTGUN,OWN,RUSH
3,1,54,1,10,19,0,SHOTGUN,OWN,RUSH
4,13,59,1,10,25,0,UNDER CENTER,OWN,RUSH
4,13,27,2,5,30,0,SHOTGUN,OWN,RUSH
4,7,41,3,3,32,1,SHOTGUN,OWN,RUSH
4,7,4,1,10,35,0,SHOTGUN,OWN,RUSH
4,5,37,3,2,43,1,SHOTGUN,OWN,RUSH
4,4,51,1,10,48,0,UNDER CENTER,OWN,RUSH
1,14,34,1,10,13,1,UNDER CENTER,OWN,RUSH
1,13,58,1,10,26,0,SHOTGUN,OWN,RUSH
1,12,36,1,10,42,0,UNDER CENTER,OWN,RUSH
1,8,32,1,10,22,0,UNDER CENTER,OWN,RUSH
1,7,44,3,17,15,0,SHOTGUN,OWN,RUSH
2,14,57,1,10,25,0,UNDER CENTER,OWN,RUSH
2,5,20,1,10,6,0,UNDER CENTER,OWN,RUSH
2,4,17,1,10,17,0,SHOTGUN,OWN,RUSH
3,12,35,1,10,37,1,UNDER CENTER,OWN,RUSH
3,9,36,1,10,25,0,SHOTGUN,OWN,RUSH
3,8,58,2,10,25,0,NO HUDDLE SHOTGUN,OWN,RUSH
3,8,7,1,10,25,0,UNDER CENTER,OWN,RUSH
3,5,15,1,10,25,0,SHOTGUN,OWN,RUSH
3,1,46,1,10,34,0,SHOTGUN,OWN,RUSH
3,1,4,2,6,38,1,UNDER CENTER,OWN,RUSH
4,10,47,1,10,9,0,UNDER CENTER,OWN,RUSH
4,10,6,2,9,10,0,UNDER CENTER,OWN,RUSH
4,9,21,3,4,15,0,UNDER CENTER,OWN,RUSH
1,15,0,1,10,25,0,UNDER CENTER,OWN,RUSH
1,14,9,2,2,33,1,UNDER CENTER,OWN,RUSH
1,10,16,1,10,25,0,UNDER CENTER,OWN,RUSH
1,9,36,2,4,31,0,UNDER CENTER,OWN,RUSH
1,8,34,1,10,15,0,UNDER CENTER,OWN,RUSH
1,3,17,1,10,37,0,UNDER CENTER,OWN,RUSH
1,1,56,1,20,41,0,UNDER CENTER,OWN,RUSH
2,14,37,1,10,90,0,UNDER CENTER,OPP,RUSH
2,9,26,1,10,36,0,UNDER CENTER,OWN,RUSH
2,5,38,1,10,79,0,NO HUDDLE SHOTGUN,OPP,RUSH
2,4,51,1,10,20,1,UNDER CENTER,OWN,RUSH
2,4,18,1,10,81,0,UNDER CENTER,OPP,RUSH
2,3,55,2,4,87,1,NO HUDDLE,OPP,RUSH
2,3,15,1,9,91,0,UNDER CENTER,OPP,RUSH
2,2,22,2,3,32,1,NO HUDDLE,OWN,RUSH
2,0,23,3,1,70,0,UNDER CENTER,OPP,RUSH
3,14,54,1,10,30,1,UNDER CENTER,OWN,RUSH
3,14,16,1,10,45,0,UNDER CENTER,OWN,RUSH
3,9,4,1,10,25,0,UNDER CENTER,OWN,RUSH
3,8,23,2,7,28,1,UNDER CENTER,OWN,RUSH
3,7,17,1,10,18,0,UNDER CENTER,OWN,RUSH
3,6,39,2,4,24,1,NO HUDDLE,OWN,RUSH
3,5,56,1,10,30,0,UNDER CENTER,OWN,RUSH
3,5,29,1,20,20,0,UNDER CENTER,OWN,RUSH
3,3,53,1,10,8,0,UNDER CENTER,OWN,RUSH
3,3,16,2,4,14,0,UNDER CENTER,OWN,RUSH
3,1,42,1,10,42,0,UNDER CENTER,OWN,RUSH
4,14,31,2,6,34,0,UNDER CENTER,OWN,RUSH
4,11,35,3,1,41,1,UNDER CENTER,OWN,RUSH
4,7,58,1,10,29,0,UNDER CENTER,OWN,RUSH
4,6,34,2,10,42,1,UNDER CENTER,OWN,RUSH
4,1,59,1,10,25,0,SHOTGUN,OWN,RUSH
4,1,52,1,11,24,0,SHOTGUN,OWN,RUSH
4,1,30,2,2,33,0,NO HUDDLE SHOTGUN,OWN,RUSH
1,14,57,2,10,25,0,UNDER CENTER,OWN,RUSH
1,13,24,1,10,31,0,UNDER CENTER,OWN,RUSH
1,10,30,1,15,24,0,UNDER CENTER,OWN,RUSH
1,9,3,2,21,36,0,SHOTGUN,OWN,RUSH
1,7,36,1,10,49,1,SHOTGUN,OWN,RUSH
1,6,26,1,10,25,0,UNDER CENTER,OWN,RUSH
1,3,55,1,10,28,1,UNDER CENTER,OWN,RUSH
1,3,19,1,10,39,0,SHOTGUN,OWN,RUSH
2,12,24,3,1,34,1,UNDER CENTER,OWN,RUSH
2,11,51,1,10,37,0,UNDER CENTER,OWN,RUSH
2,11,15,2,8,39,0,SHOTGUN,OWN,RUSH
2,8,10,1,10,37,0,UNDER CENTER,OWN,RUSH
2,2,33,2,1,34,0,SHOTGUN,OWN,RUSH
2,2,5,3,1,34,1,UNDER CENTER,OWN,RUSH
3,14,24,2,10,41,0,SHOTGUN,OWN,RUSH
3,12,25,1,10,24,0,SHOTGUN,OWN,RUSH
3,10,58,1,10,37,0,SHOTGUN,OWN,RUSH
3,9,10,1,10,21,0,UNDER CENTER,OWN,RUSH
3,7,51,1,10,48,0,SHOTGUN,OWN,RUSH
3,3,45,1,10,32,0,SHOTGUN,OWN,RUSH
3,2,48,1,10,44,0,UNDER CENTER,OWN,RUSH
3,0,17,2,3,49,0,SHOTGUN,OWN,RUSH
4,13,19,2,3,47,0,SHOTGUN,OWN,RUSH
4,9,35,1,10,25,0,UNDER CENTER,OWN,RUSH
4,8,53,2,4,31,0,UNDER CENTER,OWN,RUSH
1,15,0,1,10,25,1,SHOTGUN,OWN,RUSH
1,14,24,1,10,47,0,UNDER CENTER,OWN,RUSH
1,11,31,1,10,17,0,UNDER CENTER,OWN,RUSH
1,9,30,1,10,33,0,UNDER CENTER,OWN,RUSH
1,8,20,3,1,42,1,UNDER CENTER,OWN,RUSH
2,15,0,1,10,48,0,UNDER CENTER,OWN,RUSH
2,8,42,1,10,25,0,UNDER CENTER,OWN,RUSH
2,7,13,2,10,40,1,UNDER CENTER,OWN,RUSH
2,4,2,1,10,25,0,SHOTGUN,OWN,RUSH
2,1,35,1,10,15,0,SHOTGUN,OWN,RUSH
3,14,16,1,10,2,0,UNDER CENTER,OWN,RUSH
3,12,49,1,10,42,0,UNDER CENTER,OWN,RUSH
3,12,29,2,15,37,0,SHOTGUN,OWN,RUSH
3,8,42,2,1,34,1,SHOTGUN,OWN,RUSH
3,5,33,1,10,10,1,UNDER CENTER,OWN,RUSH
3,5,4,1,10,29,0,UNDER CENTER,OWN,RUSH
3,4,29,2,2,37,1,UNDER CENTER,OWN,RUSH
3,1,44,1,10,20,1,UNDER CENTER,OWN,RUSH
3,1,10,1,10,31,0,SHOTGUN,OWN,RUSH
4,10,41,1,10,42,0,UNDER CENTER,OWN,RUSH
4,6,14,1,10,47,0,UNDER CENTER,OWN,RUSH
4,2,20,1,10,25,0,UNDER CENTER,OWN,RUSH
4,2,8,3,1,34,0,UNDER CENTER,OWN,RUSH
1,14,18,2,3,32,0,UNDER CENTER,OWN,RUSH
1,12,47,1,10,14,0,UNDER CENTER,OWN,RUSH
1,12,14,2,10,14,0,UNDER CENTER,OWN,RUSH
1,10,13,1,10,87,0,UNDER CENTER,OPP,RUSH
1,8,43,2,4,31,0,UNDER CENTER,OWN,RUSH
1,7,13,1,10,49,1,UNDER CENTER,OWN,RUSH
1,3,9,1,10,37,0,UNDER CENTER,OWN,RUSH
2,13,38,1,10,25,1,UNDER CENTER,OWN,RUSH
2,10,7,2,4,31,0,SHOTGUN,OWN,RUSH
2,9,31,3,2,33,0,SHOTGUN,OWN,RUSH
2,7,59,1,10,30,0,UNDER CENTER,OWN,RUSH
2,0,47,1,10,25,0,SHOTGUN,OWN,RUSH
2,0,29,2,5,30,1,NO HUDDLE SHOTGUN,OWN,RUSH
3,14,53,1,10,25,0,SHOTGUN,OWN,RUSH
3,14,20,2,10,25,1,UNDER CENTER,OWN,RUSH
3,10,26,2,6,29,0,UNDER CENTER,OWN,RUSH
3,8,54,1,10,35,0,SHOTGUN,OWN,RUSH
3,8,14,2,6,39,0,SHOTGUN,OWN,RUSH
3,5,26,2,10,12,0,UNDER CENTER,OWN,RUSH
3,2,45,1,10,25,0,UNDER CENTER,OWN,RUSH
3,0,23,1,10,34,0,UNDER CENTER,OWN,RUSH
4,15,0,2,7,37,0,UNDER CENTER,OWN,RUSH
4,14,24,3,1,43,1,UNDER CENTER,OWN,RUSH
4,11,56,1,10,38,0,SHOTGUN,OWN,RUSH
4,2,52,2,10,38,0,SHOTGUN,OWN,RUSH
1,13,46,1,10,41,0,SHOTGUN,OWN,RUSH
1,13,5,2,2,49,1,SHOTGUN,OWN,RUSH
1,9,54,1,10,21,0,UNDER CENTER,OWN,RUSH
1,9,4,2,19,12,0,SHOTGUN,OWN,RUSH
1,1,28,1,10,35,1,NO HUDDLE SHOTGUN,OWN,RUSH
2,11,48,1,10,37,0,UNDER CENTER,OWN,RUSH
2,10,44,2,9,38,0,UNDER CENTER,OWN,RUSH
2,9,51,1,10,20,0,SHOTGUN,OWN,RUSH
2,8,21,1,10,19,0,SHOTGUN,OWN,RUSH
2,6,23,2,10,9,0,SHOTGUN,OWN,RUSH
2,4,25,1,10,46,0,UNDER CENTER,OWN,RUSH
3,14,35,2,1,34,1,UNDER CENTER,OWN,RUSH
3,13,56,1,10,39,0,UNDER CENTER,OWN,RUSH
3,10,48,2,6,15,0,SHOTGUN,OWN,RUSH
3,3,19,1,10,29,0,SHOTGUN,OWN,RUSH
3,2,8,3,1,38,1,UNDER CENTER,OWN,RUSH
4,14,17,1,10,25,0,SHOTGUN,OWN,RUSH
4,6,32,1,10,47,0,SHOTGUN,OWN,RUSH
4,0,31,1,10,25,1,SHOTGUN,OWN,RUSH
5,9,24,1,10,41,0,NO HUDDLE,OWN,RUSH
5,6,48,2,4,45,1,SHOTGUN,OWN,RUSH
1,14,20,2,7,35,0,UNDER CENTER,OWN,RUSH
1,13,37,3,4,38,0,UNDER CENTER,OWN,RUSH
1,12,58,1,10,30,0,UNDER CENTER,OWN,RUSH
1,8,29,1,10,25,0,UNDER CENTER,OWN,RUSH
1,2,43,1,10,20,0,UNDER CENTER,OWN,RUSH
1,2,1,2,9,21,0,UNDER CENTER,OWN,RUSH
1,0,58,1,10,31,0,UNDER CENTER,OWN,RUSH
1,0,19,2,9,32,0,UNDER CENTER,OWN,RUSH
2,14,22,1,10,19,0,UNDER CENTER,OWN,RUSH
2,12,59,2,8,27,0,UNDER CENTER,OWN,RUSH
2,11,32,1,10,45,0,UNDER CENTER,OWN,RUSH
2,9,12,1,10,38,0,UNDER CENTER,OWN,RUSH
2,0,38,1,10,9,0,UNDER CENTER,OWN,RUSH
2,0,33,2,8,11,0,UNDER CENTER,OWN,RUSH
3,14,25,2,2,33,0,UNDER CENTER,OWN,RUSH
3,13,56,3,1,34,0,UNDER CENTER,OWN,RUSH
3,13,10,1,10,21,0,SHOTGUN,OWN,RUSH
3,12,28,1,10,42,0,SHOTGUN,OWN,RUSH
3,11,51,2,8,44,0,UNDER CENTER,OWN,RUSH
3,11,8,3,6,46,1,SHOTGUN,OWN,RUSH
3,6,48,3,1,99,1,UNDER CENTER,OPP,RUSH
3,3,15,1,10,18,0,SHOTGUN,OWN,RUSH
3,1,26,2,5,46,1,SHOTGUN,OWN,RUSH
4,14,16,1,10,34,1,UNDER CENTER,OWN,RUSH
4,8,37,1,10,25,0,UNDER CENTER,OWN,RUSH
4,7,15,2,10,35,0,UNDER CENTER,OWN,RUSH
1,15,0,1,10,25,1,UNDER CENTER,OWN,RUSH
1,14,22,1,10,45,0,SHOTGUN,OWN,RUSH
1,13,44,2,10,45,0,SHOTGUN,OWN,RUSH
1,12,24,1,10,4,0,UNDER CENTER,OWN,RUSH
1,6,46,1,10,10,0,SHOTGUN,OWN,RUSH
1,6,4,2,5,15,1,UNDER CENTER,OWN,RUSH
1,3,35,1,5,40,0,UNDER CENTER,OWN,RUSH
1,1,12,1,10,25,0,UNDER CENTER,OWN,RUSH
2,14,10,1,10,40,0,SHOTGUN,OWN,RUSH
2,13,36,2,5,45,0,SHOTGUN,OWN,RUSH
2,11,57,2,10,37,0,UNDER CENTER,OWN,RUSH
2,11,1,1,10,18,0,SHOTGUN,OWN,RUSH
2,6,38,1,10,25,0,UNDER CENTER,OWN,RUSH
2,2,3,2,7,41,0,SHOTGUN,OWN,RUSH
3,15,0,1,10,25,1,UNDER CENTER,OWN,RUSH
3,14,28,1,10,35,0,UNDER CENTER,OWN,RUSH
3,11,33,1,10,20,0,SHOTGUN,OWN,RUSH
3,9,39,1,10,36,0,SHOTGUN,OWN,RUSH
3,9,0,2,6,40,0,SHOTGUN,OWN,RUSH
3,8,26,1,10,7,0,UNDER CENTER,OWN,RUSH
3,7,4,1,10,30,0,UNDER CENTER,OWN,RUSH
3,4,39,2,5,22,1,SHOTGUN,OWN,RUSH
3,3,56,1,10,33,0,SHOTGUN,OWN,RUSH
3,3,18,2,2,41,0,SHOTGUN,OWN,RUSH
3,0,49,2,7,44,0,SHOTGUN,OWN,RUSH
4,13,0,1,10,49,0,SHOTGUN,OWN,RUSH
4,10,6,1,10,25,0,UNDER CENTER,OWN,RUSH
4,9,1,1,10,14,0,SHOTGUN,OWN,RUSH
4,7,31,1,10,44,0,NO HUDDLE SHOTGUN,OWN,RUSH
4,5,56,1,10,25,1,SHOTGUN,OWN,RUSH
4,5,14,1,10,45,0,SHOTGUN,OWN,RUSH
1,13,5,1,10,25,0,UNDER CENTER,OWN,RUSH
1,11,40,1,10,29,0,UNDER CENTER,OWN,RUSH
1,9,2,1,10,11,0,SHOTGUN,OWN,RUSH
1,2,21,1,10,19,0,SHOTGUN,OWN,RUSH
2,10,58,1,10,33,0,NO HUDDLE SHOTGUN,OWN,RUSH
2,6,27,1,10,25,0,SHOTGUN,OWN,RUSH
2,5,10,1,10,43,0,SHOTGUN,OWN,RUSH
2,4,30,2,6,47,0,SHOTGUN,OWN,RUSH
2,3,6,1,10,10,0,SHOTGUN,OWN,RUSH
3,12,42,1,10,25,0,SHOTGUN,OWN,RUSH
3,11,25,1,10,43,0,SHOTGUN,OWN,RUSH
3,2,40,2,5,30,0,UNDER CENTER,OWN,RUSH
4,12,9,2,10,1,0,UNDER CENTER,OWN,RUSH
4,9,12,2,10,20,0,SHOTGUN,OWN,RUSH
4,7,48,1,10,32,0,SHOTGUN,OWN,RUSH
4,5,57,1,10,48,1,SHOTGUN,OWN,RUSH
4,1,59,1,10,25,0,UNDER CENTER,OWN,RUSH
4,1,48,2,1,34,1,UNDER CENTER,OWN,RUSH
4,1,2,2,12,35,0,UNDER CENTER,OWN,RUSH
4,0,57,3,9,38,0,UNDER CENTER,OWN,RUSH
1,14,15,2,7,28,0,SHOTGUN,OWN,RUSH
1,12,55,1,10,17,0,SHOTGUN,OWN,RUSH
1,8,58,1,10,44,0,UNDER CENTER,OWN,RUSH
1,7,37,2,40,14,0,UNDER CENTER,OWN,RUSH
1,6,4,1,10,15,0,UNDER CENTER,OWN,RUSH
1,5,8,1,10,31,0,SHOTGUN,OWN,RUSH
1,3,53,1,10,28,0,UNDER CENTER,OWN,RUSH
1,3,13,2,6,32,0,SHOTGUN,OWN,RUSH
1,1,42,1,10,38,0,SHOTGUN,OWN,RUSH
2,14,4,1,10,20,0,UNDER CENTER,OWN,RUSH
2,11,52,2,10,47,0,UNDER CENTER,OWN,RUSH
2,4,39,1,10,25,0,SHOTGUN,OWN,RUSH
2,3,23,3,11,24,0,SHOTGUN,OWN,RUSH
3,15,0,1,10,25,1,UNDER CENTER,OWN,RUSH
3,14,13,1,10,45,0,SHOTGUN,OWN,RUSH
3,12,36,1,10,46,0,UNDER CENTER,OWN,RUSH
3,6,59,1,10,16,0,UNDER CENTER,OWN,RUSH
3,5,51,3,2,24,1,SHOTGUN,OWN,RUSH
3,5,17,1,10,30,0,UNDER CENTER,OWN,RUSH
4,15,0,2,2,33,0,UNDER CENTER,OWN,RUSH
4,14,0,1,10,38,0,SHOTGUN,OWN,RUSH
4,2,41,1,10,15,0,UNDER CENTER,OWN,RUSH
4,2,30,1,10,29,0,UNDER CENTER,OWN,RUSH
4,2,26,2,3,36,0,UNDER CENTER,OWN,RUSH
4,2,20,1,10,46,0,UNDER CENTER,OWN,RUSH
4,2,0,2,10,46,0,UNDER CENTER,OWN,RUSH
4,1,15,3,10,46,0,UNDER CENTER,OWN,RUSH
1,15,0,1,10,25,0,UNDER CENTER,OWN,RUSH
1,13,23,2,15,32,0,UNDER CENTER,OWN,RUSH
1,12,5,1,5,21,1,UNDER CENTER,OWN,RUSH
1,11,26,1,10,30,0,UNDER CENTER,OWN,RUSH
1,10,51,2,9,31,0,NO HUDDLE,OWN,RUSH
1,9,51,1,10,25,0,SHOTGUN,OWN,RUSH
1,9,14,2,4,31,1,NO HUDDLE,OWN,RUSH
1,8,16,2,17,42,0,NO HUDDLE SHOTGUN,OWN,RUSH
1,5,10,1,10,44,0,UNDER CENTER,OWN,RUSH
1,0,35,1,10,25,0,UNDER CENTER,OWN,RUSH
2,15,0,1,10,47,0,UNDER CENTER,OWN,RUSH
2,12,14,1,10,20,0,UNDER CENTER,OWN,RUSH
2,10,58,3,1,29,1,UNDER CENTER,OWN,RUSH
2,10,7,2,10,31,0,SHOTGUN,OWN,RUSH
2,8,54,1,10,12,0,SHOTGUN,OWN,RUSH
2,7,36,1,10,22,0,UNDER CENTER,OWN,RUSH
2,6,59,2,13,19,0,UNDER CENTER,OWN,RUSH
2,5,47,4,1,31,1,UNDER CENTER,OWN,RUSH
2,4,52,1,10,32,0,UNDER CENTER,OWN,RUSH
2,4,24,1,20,22,0,SHOTGUN,OWN,RUSH
2,3,28,1,10,47,0,UNDER CENTER,OWN,RUSH
2,0,58,1,10,25,0,UNDER CENTER,OWN,RUSH
2,0,50,2,7,28,0,UNDER CENTER,OWN,RUSH
2,0,46,3,7,28,0,UNDER CENTER,OWN,RUSH
3,15,0,1,10,25,0,UNDER CENTER,OWN,RUSH
3,14,18,2,6,29,0,UNDER CENTER,OWN,RUSH
3,13,25,1,10,4,0,UNDER CENTER,OWN,RUSH
3,12,22,1,10,27,0,NO HUDDLE,OWN,RUSH
3,11,5,2,10,45,0,UNDER CENTER,OWN,RUSH
